no,title,mean
288,単芝,単芝とは、ネットで使われる若者言葉です。【意味】笑いを表すwwwwを1字しか使わないこと。→　w1字しか使わないと「古臭い」「慣れ合いで笑っている感じがする」ということで、２ちゃんねるなどではあまり好意的に思われない。ニコニコ動画のコメントに単芝が多いため、そこ以外で使うとニコ厨だと思われることも。【由来】www草（芝生）が生えてるように見える。それがひとつしかない単芝【使用例】A「それはないだろw」B「単芝うぜぇ」
289,断捨離,【意味】断捨離（だんしゃり）とは、現在の自分に必要ないものを捨てること。整理法としてよく使われる言葉。断捨離のコツは、「後で使うかも･･･と思う物も勇気をもって捨てる」「長い間使っていないものも捨てる」など。詳しくは：断捨離しないともったいない！ : 風水財布で家が建つ！？【由来】ヨガの断行、捨行、離行の3つの言葉の頭文字をとって断捨離【使用例】「気分が晴れないから断捨離しようっと。」関連書籍新・片づけ術「断捨離」posted with amazlet at 10.12.13やました ひでこ マガジンハウス 売り上げランキング: 89Amazon.co.jp で詳細を見るモノのために家賃を払うな!~買えば買うほど、負債になるposted with amazlet at 10.12.13あらかわ菜美 WAVE出版 売り上げランキング: 22984Amazon.co.jp で詳細を見る
290,チャカレ、チャカノ,チャカレとは、ギャルが使う若者言葉です。【意味】インターネットのチャット上の彼氏、彼女のこと。略語。あくまでネットでの付き合いのみで、実生活での関わり合いはない。反意語：リアカレ、リアカノ【由来】チャット上のカレシチャカレ【使用例】「昨日チャカレとケンカしちゃった。」
291,中二病,中二病とは、主にネットで使われている若者言葉です。【意味】思春期（＝中学二年生頃）の子供がしそうな行動や思考。主に自信過剰からくる発言のこと。厨二病とも表記する。また、そればかりしている人、そのことに異常なこだわりを持つ人を『○○厨』と呼ぶ。ニコ厨（ニコニコ動画ばかり見ている人）、原作厨（原作が一番で派生商品を認めない）、懐古厨、割れ厨など。【由来】「伊集院光のUP'S」というラジオ番組で、小児病にかけて作られた言葉。「かかったかな?と思ったら中二病」というコーナーがあった。流行ったのはバカドリル (扶桑社サブカルPB)という書籍がきっかけとされる。【使用例】ネットでは、相手をやや蔑んで使われる。【中二病の発言や思考】「サラリーマンにはなりたくないよな～」ロックや洋楽を聞き出す「俺もう今日で3日寝てねーから」無性に渋谷に行きたくなる関連商品自称シリーズ　自称中二病 ジャージージップパーカー(グレー) Sposted with amazlet at 11.03.21 Amazon.co.jp で詳細を見る中二病取扱説明書posted with amazlet at 11.03.21塞神 雹夜 コトブキヤ 売り上げランキング: 52003Amazon.co.jp で詳細を見る
292,チュンチュン、朝チュン、ドサチュン,【意味】チュンチュンとは、漫画などでエッチなシーンを飛ばす手法のこと。朝チュンも同意。これから事に及ぶ間際に暗転し朝になり、次のシーンでは二人はベッドの上、小鳥がチュンチュン鳴いている、そんな状況。ドサチュン=相手をドサッと押し倒してから暗転する【由来】朝になり小鳥がチュンチュン鳴いているチュンチュン【使用例】「チュンチュンは画期的な表現方法だよね。」
293,ついったらー,"【意味】ついったらーとは、ツイッターにはまっている人、またはツイッターをやっている人のこと。 同意語：ついったったー【由来】ツイッターに、英語で人物を表す接尾辞【er】をつけた言葉。twitter+""er""＝twitterer（ついったらー）【使用例】「最近私のまわりに、ついったらーが増えてる気がする」"
294,つらたん(´・ω・`),"【意味】つらたんとは、辛い、という【意味】。ツイッターなどで使われる。(´・ω・`)のAAと一緒に使うことも。関連語：きゃわたん、かわたん【由来】辛い　+　独特の接尾辞""～たん""（特に【意味】はない）→　つらたん【使用例】「フラれちゃった…。つらたん(´・ω・`)」"
295,出川る,出川るとは、リアクションに関する若者言葉です。【読み方】でがわる【意味】①オーバーなリアクションをすること。②些細なことでも叫ぶ。【由来】芸人の出川哲朗さんの芸風から。出川　+　る（動詞化の接尾辞）→　出川る【使用例】「お化け屋敷行くけど、お前出川るなよ？」
296,デジャブス,デジャブスとは、合コンで男子が使う若者言葉です。【意味】過去の合コンで会ったことがある、容姿がちょっぴり残念な女性のこと。【由来】デジャブ + ブスデジャブス【使用例】失礼な言葉なので、極力使わないようにしましょう。「昨日の合コンはデジャブスが2人もいたよ。世界は狭いな～。」
297,デブ専,デブ専とは、異性の好みを表す若者言葉です。【意味】ぽっちゃり体型の人に魅力を感じる人のこと。最近は痩せている人が多いので、ちょっと太り気味の人が好きでも使われることがある。【由来】デブ　+　専門（～好き）→　デブ専【使用例】「男って意外とデブ専のヤツ多いよな。」
298,ときとば,【意味】ときとばとは、時と場合による、の略。【由来】時と場合によるときとばあいときとば【使用例】「それはときとばじゃね？」
299,毒プリ,"【意味】毒プリ（どくぷり）とは、独身で不倫している人のこと。主に不倫をしている女性を指す。プリは、プリン（不倫）の略。不倫をプリンと言うのは語感が似ているため。【由来】独身の独を""毒""　+　不倫を""プリン""毒プリ【使用例】「友人が毒プリだった。」"
300,ドーピング,合コンで使われる若者言葉、ドーピングについての説明です。【意味】ひとりだけ内緒でウコンの力を飲んでくること。二日酔い対策に対し皮肉を込めて使われる。【由来】ウコンの力を飲み、こっそり体を有利な状態にすることから。【使用例】「今日の合コンは盛り上がりたいから、ドーピングなしで頼むぜ。」
301,トンキン,トンキンとは、ネットで使われる若者言葉です。【意味】東京のこと。東京を揶揄した言い方で、2ちゃんねるなどで使われる。【由来】東京を中国語読みしてトンキン【使用例】不快に感じる人もいるので使用には注意が必要です。「トンキン寒すぎwwwww」
302,トンデモ,【意味】トンデモとは、とんでもないの略。常軌を逸した考えからくるとんでもない理論のこと。または、『トンデモ○○（常識外れなもの）』と接頭辞として使われることもある。参考書籍：トンデモ本の世界（Q）【由来】とんでもない理論トンデモ【使用例】A「実は太陽は二つあるらしいぞ。」B「それはすごいトンデモだな。」
303,タガメ女,【意味】タガメ女とは、男性（主に夫）の稼ぎを食いつぶす女性のこと。タガメ女の特徴は『夫の小遣いは月1万円以下』『夫はただお金を持ってくる人と考える』『ブランド物を買い漁る』など。【由来】夫を搾取する様子がタガメ（カエルや小魚の血を吸い捕食する昆虫）のようだから。日本の男を喰い尽くすタガメ女の正体 [深尾葉子]で使われた言葉。一方本書では、吸い尽くされる男性を『カエル男』と呼んでいる。【使用例】「小遣い月1万円？お前のカミさんタガメ女かもよ。」
304,たった,たったとは、ネットで使われる若者言葉。【意味】～してやった、～してしまった、という【意味】の接尾辞。文脈によってニュアンスが少し変わる。面白話や自慢、身に起こった悲劇など、何かスゴイことを報告するときに使う。【由来】大阪弁の『～したった』から。大阪弁のしたったには「相手に何かをしてあげる」という【意味】もあるが、ネットでは自分の事でしか使わない。【使用例】「ボーナスで車買ったった。」←ついに車買っちゃったよ～。というニュアンス
305,※ただしイケメンに限る,※ただしイケメンに限るとは、ネットで使われる若者言葉です。【意味】イケメンにしか通用しない理屈や発言があったときのツッコミとして使われる。『ただイケ』『※』と略して使うこともある。【由来】イケメンならどんなことをしてもモテる、という理論から【使用例】「彼が貧乏でも、性格良ければ結婚してもいいよね」※ただしイケメンに限る「オタク男子も結婚相手にいいかも」※
306,誰得、俺得,"【意味】誰得（だれとく）とは、""誰が得するんだよ""の略。2ちゃんねる等で、誰も必要としないような無【意味】な情報に対するツッコミとして使われる。ニコニコ動画の誰得動画は『【意味】不明な動画』『無駄にクオリティが高い動画』『高画質過ぎる動画』という【意味】がある。関連語：俺得（俺はけっこう好きだな）、だれうま【由来】誰が得するんだよ誰得【使用例】「母ちゃんのメイド姿とか、誰得だよ。」"
307,チェンそー（チェンソー）,【意味】チェンそーとは、総理大臣が変わること。「第3回『もっと明鏡』大賞 みんなで作ろう国語辞典！」の最優秀作品賞の言葉。【由来】チェンジ総理、の略チェンそー【使用例】「チェンそーしたけどあんま変わってなくない？」
308,チクる（ちくる）,"【意味】チクるとは、告げ口をすること。主に他人の悪い行いを、上司や先生など上の立場の人に告発すること。【由来】口（クチ）を逆から読んで""チク""　+　動詞化の接尾辞""る""チクるまた、『チクリと嫌味を言う』等のチクリが【由来】とする説もある。【使用例】「どうやら俺の早弁がチクられたらしい。」"
309,チート,チートとは、ネットでよく使われる若者言葉です。【流行した時期】2010年頃【意味】人間業ではない、データ改ざん等のズルをしなければできないようなスゴワザのこと。【由来】Cheat（卑怯、イカサマ）という英単語が転じて、ネットでは上記の【意味】で使われる。【使用例】「最近のゲームは、コンピューターがチートだからやる気なくすよな～。」最大の賛辞としても使われる。「タイガーウッズのプレイぶりは、まさにチート。」
310,ちゃけば,【意味】ちゃけば（チャケバ）とは、ぶっちゃけ話の略。「ぶっちゃけ～」と近い使い方をする。会話の最初に使い、「実は～、実のところ～」という【意味】で使われることが多い。関連語：がちばな【由来】ぶっちゃけばなしちゃけば【使用例】「ちゃけば、彼氏と別れそうなんだよね～。」
311,ツイ飲み,ツイ飲みとは、ツイッターで使われる若者言葉です。【意味】ツイッターを使って飲み会をすること。表向きは家で一人飲みなのだが、ツイッターを使うことでフォロワーとコミュニケーションを取ることができ、みんなで飲んでいる雰囲気が味わえる。フォロワーは自分と趣味趣向が似ている場合が多いので、意外と盛り上がる。【由来】ツイッターで飲み会ツイ飲み【使用例】「今日は金曜日だからツイ飲みでもするかな。」
312,ツーキニスト,ツーキニストとは、ビジネス関連の若者言葉です。【意味】自転車通勤する人のこと。自転車通勤は「健康に良い」「電車賃が浮く」「色々なお店に寄れる」「電車やバスを待たなくてもいい」などのメリットがあり、都心のビジネスマンの間で注目されている。言葉としては、通勤　+　人を表す接尾辞『～ニスト』だが、特に自転車通勤する人を指す。関連語：カツマー【由来】疋田 智氏がサイトで使ったのがきっかけとされている。【使用例】「暖かくなるとツーキニストになる人多いよね。」
313,釣り,釣りとは、ネットで使われる若者言葉です。【意味】ネットで人が食いつきそうな情報や嘘、作り話で人を集めて楽しむ行為。２ちゃんねるでよく使われる。自分が期待していた情報とは違ったものが出てきた場合は釣り。釣りにもいくつかタイプがある。①単なる嘘の釣り「おい、明日地球が爆発するらしいぞ。」②あえて反感を買い、相手を怒らせて楽しむ釣り「あのアイドル全然かわいくねーよな。」③期待させる釣り「100%モテる方法見つけたぞー！」慣れれば釣りかどうかの判断は容易なので、釣りだと知りつつ、あえて釣られて楽しむ人もいる。【由来】食いつきそうな情報で人を釣る釣り【使用例】「どうせ釣りだろ。」
314,Tサミット,Tサミットは、主に合コンの席で使われる若者言葉です。【意味】合コンに参加している女性が、トイレで男性の評価を確認し合うこと。または、決めること。「私たち、ちょっと化粧直してきます。」というアレ。【由来】トイレ（Toire）で会議（サミット）→　Tサミットカラテカの入江さんが考案した模様。【使用例】「今回の女子はTサミット長いな～」関連商品もう合コンに行くな―3時間で女をオトす恋愛戦略「ナンパマーケティング」 (ベストセレクト 783)posted with amazlet at 11.03.04リーマンナンパマスター ベストブック 売り上げランキング: 13609Amazon.co.jp で詳細を見る
315,テザリング,テザリングとは、IT用語です。【意味】スマートフォンや携帯電話をモデムとして使い、パソコンや携帯ゲーム機をインターネットに接続すること。携帯電話の回線を使うことで、PCでもインターネットが使用可能になる。【由来】tether（繋ぎとめる）を~ingで名詞化したもの。【使用例】「ノマドワーカーにはテザリングは必須だよな。」「これからの携帯電話は、テザリングの精度も重要視されるだろう。」
316,てへぺろ☆(・ω<),"てへぺろ☆(・ω【意味】ちょっとしたミスをした時に、てへっと笑いながらペロっと舌を出すこと。声優の日笠陽子さんが考案。ソフトバンクのCMでも使用され知名度が上がった。【由来】てへっと笑ってペロっと舌を出すの略語てへぺろ【使用例】先生「また宿題忘れたのか！」生徒「てへぺろ☆(・ω



スポンサーリンク
<!--
google_ad_client = ""ca-pub-7335559663284115"";
/* 若者言葉記事下 */
google_ad_slot = ""6240500585"";
google_ad_width = 336;
google_ad_height = 280;
//-->





　



(adsbygoogle = window.adsbygoogle || []).push({});



関連する言葉


ソフレ
ヘリコプターペアレント
ビニ弁
インパ
モンスター新人社員



   





  window.___gcfg = {lang: 'ja'};

  (function() {
    var po = document.createElement('script'); po.type = 'text/javascript'; po.async = true;
    po.src = 'https://apis.google.com/js/plusone.js';
    var s = document.getElementsByTagName('script')[0]; s.parentNode.insertBefore(po, s);
  })();

Tweet
"
317,どうもり,どうもりとは、ゲームを指す若者言葉です。【意味】任天堂のヒット作『どうぶつの森』のこと。どぶ森、ぶつ森とも言う。最新作は3DSソフトのとびだせ どうぶつの森（発売日：2012年11月8日）プレーヤーが村長になり村作りをする。通信機能を使い、他の人の村に行くこともできる。【由来】どうぶつの森の略。どうぶつのもりどうもり【使用例】「どうもりやろうぜ。」関連商品とびだせ どうぶつの森posted with カエレバ 任天堂 2012-11-08    Amazon楽天市場YahooショッピングYahooオークション価格.com
318,ドザ、マカー,【意味】ドザとは、Windowsを使っている人のこと。ドザーとも。主にマカー（Macユーザー）がWindowsユーザーのことをバカにする時に使う呼び方。【由来】ウィンドウズユーザードザ【使用例】「ドザだけどMacBook Pro買ったった。」
319,ドタキャン,【意味】ドタキャンとは、間際に約束をキャンセルすること。待ち合わせ時刻直前の「ごめん、やっぱ行けない」がドタキャンにあたる。あまりにドタキャンが多いと、信用を失う原因になる。元は芸能界や旅行業界での用語。【由来】土壇場　+　キャンセルドタキャン【使用例】「ドタキャンの理由って仕事が多いよね。」
320,どゆこと！？,【どゆこと】は、2010年ケータイ流行語トップテンにノミネートした言葉。【意味】どういうこと？なんでそうなったの？どうなってんの？等、状況が判断できないときに使う。【由来】爆笑問題の太田さんが、いいともの番組中に流行らそうとして本当に流行ったのが【由来】。【使用例】「紅白で小林幸子と美川憲一の衣装対決が見られないって、どゆこと！？」
321,とりま,"とりまとは、若い女性が使う言葉です。【意味】「とりあえず、まあ」の略。【由来】""とり""あえず、""ま""あの頭文字を取ってとりま【使用例】「とりまシブゼリヤいこっか～」"
322,どん判金ドブ,どん判金ドブ（どんはんかねどぶ）とは、主にネットで使われる若者言葉。【意味】どんな判断だよ、金をドブに捨てる気か！？の略。【由来】テレビのあるビジネスドキュメンタリー番組で、赤字覚悟で賭けに出る場面で、他の社員から「どんな判断だ！金をどぶにすてる気か！」という言葉が出ました。この特徴的な言い回しがネットで略され、流行語になりました。【使用例】A「おみくじ大吉出るまでやっちゃったぜ」B「どん判金ドブ！！」
323,なう,なうとは、ツイッター語で最もメジャーな言葉。【意味】「～なう」には、2つの【意味】があります。①～しています。～中。：今の状況を報告。ex.）夕食なう、会議なう②○○にいます：今いる場所を伝える。ex.）新宿なう【由来】英語の【Now】→　なう使い方「立冬なう」=今日は立冬です。「合格なう」=たった今合格発表を見ました。合格でした。
324,中の人,【中の人】は主にネットで使われている若者の言葉です。【意味】アニメの声優のこと。そこから派生して、ブログを書いている人やツイッターでつぶやいている人、企業で働いている人などを指すこともある。【由来】アニメキャラクターの【中の】声をやっている【人】→　中の人【使用例】「このキャラの中の人は、テレビもけっこう出てるよね。」「このブログの中の人と実際に会ったことあるよ」
325,中山ひでちゃん,中山ひでちゃんとは、合コンで使われる若者言葉です。【意味】「ウチくる？」と言って、すぐ家に誘おうとする男性のこと。【由来】中山秀征の番組「ウチくる！？」とかけて。【使用例】「昨日の合コン、中山ひでちゃんばっかりだったね。」
326,ナマポ（生保）,ナマポとは、ネットで使われる若者言葉です。【意味】生活保護のこと。2ちゃんねる等の掲示板で使われる。【由来】生活保護を『生保』と略し、それをあえて誤読したものナマポ【使用例】「働くよりも楽ってことで、ナマポ申請する若者が多いらしいよ。」
327,ねこんかつ,ねこんかつとは、婚活で使われる言葉です。【意味】猫カフェで行う婚活のこと。男女ペアになり、猫の写真を撮ったりして交流を深めていく。【由来】ねこ　+　婚活ねこんかつ【使用例】「ねこんかつって、猫の話題で楽しめるからいいよね。」
328,ネットde真実,【意味】ネットde（で）真実とは「ネットによって本当のことを知った」とネットの情報を鵜呑みにする人を揶揄する言葉。2ちゃんねる等には、マスコミやテレビで放送されない情報もある。真偽はともかく、そういった情報を真実だと考え、得意げになる人を茶化すときに使用。【由来】ネットで真実を知ったネットde真実【使用例】A「ネットをするようになって、ようやく本当の世の中を理解したぜ。」B「ネットde真実乙」
329,ネトゲ,ネトゲとは、ネットで使われる若者言葉です。【意味】インターネット回線を使ったゲームのこと。オンラインゲーム。家にいながら遠く離れた人と一緒にゲームできるのが、ネトゲの特長。反意語：オフゲー（オフゲ）関連語：ネトゲ廃人（オンラインゲームに没頭し過ぎて、ゲーム中心の生活になってしまった人のこと）【由来】ネット回線を使ったゲーム『ネ』ッ『トゲ』ームネトゲ【使用例】「金曜日の夜はネトゲに限るな。」
330,ネトモ（ネフレ）,ネトモとは、若い女性が使う言葉です。【意味】ネット上での友達のこと。FacebookやmixiなどのSNSやチャット等で知り合った人で、基本的にネット以外での交流はない。実際に会って友人関係になるとリアトモ（現実世界での友達）になる。同意語:ネフレ（ネットフレンドの略）【由来】ネット友達ネットトモダチネトモ【使用例】「リアトモよりもネトモのほうが多いよね。」
331,ねらー（２ちゃんねらー）,ねらー（２ちゃんねらー）とは、ネットで使われる若者言葉です。【意味】２ちゃんねるを利用している人の総称。類義語:なう民【由来】２ちゃんねるの『ねる』+人を表す『○○らー』→ねらー【使用例】「ねらーの見られ方もずいぶん変わったよな。」
332,ノキ男,ノキ男とは、男性を表す若者言葉です。【意味】よく嘘をつく男性のこと。嘘をつくと鼻が伸びる『ピノキオ』になぞらえた言葉。【由来】ピノキオ　+　男ノキ男【使用例】「あいつノキ男だからやめといたほうがいいぞ。」
333,なう民,"なう民とは、ネットで使われる若者言葉です。【意味】ツイッターをよく利用している人の総称。類義語：ねらー【由来】代表的なツイッター用語""なう""+人を表す""民""→なう民【使用例】「最近は子供のなう民も増えてきたよな。」"
334,なるほど四時じゃねーの,【意味】なるほど四時じゃねーのとは、ツイッターで、午前4時になったら使う決まり文句。【由来】ペアプリ Vol.1というテニスの王子様のキャラクターファンブックでの跡部景吾のセリフ『なるほどSUNDAYじゃねーの』が【由来】。【使用例】朝4時になったら「なるほど四時じゃねーの」
335,二十世紀中年,二十世紀中年とは、合コンで使われる若者言葉です。【意味】二十代の合コンメンバーの中に混ざっている中年の人。主に中年男性を指す。【由来】漫画・映画の『二十世紀少年』をもじって二十世紀中年【使用例】「晩婚化で、二十世紀中年が増えてるよな。」
336,日本語でおｋ,"【意味】日本語でおｋ（オケ）とは、英語や専門用語、【意味】不明な発言に対して使われるツッコミ。おｋとは""OK""のこと。主に、【意味】不明な発言に対し「落ち着け」と制する【意味】で使う。そのまま訳すと日本語でいいよ、という【意味】だが2ちゃんねる等では「ちゃんとした日本語使え」「何言ってんの？」など、相手を馬鹿にする【意味】も含まれるので使用には注意が必要。【由来】日本語でOK日本語でおｋ【使用例】A「さっきそこの交番で歩いてたら明日の警官に注意された！」B「日本語でおｋ」"
337,二金,二金とは、人を表す若者言葉です。【意味】コンビニや書店で立ち読みをすること、または立ち読みをしている人。【由来】二宮金次郎（の銅像）=立って本を読んでいることから二金【使用例】「深夜のコンビニって意外と二金が多いよな。」
338,にわか,にわかとは、ネットで使う若者言葉です。【意味】一時的なファンのこと。「よく知らないけど盛り上がっているからファンになっておこう」という流行に便乗したファン。すでに使われていない用語や古い情報を使ってしまうため、本当のファンから冷ややかな目で見られることが多い。ワールドカップ時のサッカーファンや流行しているアニメファンににわかが多い。本来の俄（にわか）は、物事が急に起こる、一時的な様子という【意味】。【由来】一時的なファンにわかファンにわか【使用例】A「結局オフサイドってよくわからないよね。」B「お前、にわかだろ。」
339,ネオニート,"ネオニートとは、ニートの派生語として使われる若者言葉です。【意味】学生でもなく、就職もしていない（ニート）にもかかわらず収入が平均、またはそれ以上ある人のこと。株などの投資やアフィリエイト等で収入を得ているケースが多い。【由来】ネオ（""新しい""という【意味】の接頭語）+　ニートネオニート【使用例】「最近、ネットの普及でネオニートが増えているらしいよ。」関連商品親より稼ぐネオニート―「脱・雇用」時代の若者たち (扶桑社新書)posted with ヨメレバ今 一生 扶桑社 2007-02    AmazonKindle楽天ブックスhontoブックオフe-hon"
340,ネガキャン,ネガキャンとは、ネットで使われる若者言葉です。【意味】ネガティブキャンペーンの略。対立する人や商品、企業等に対して否定的な情報を流し、イメージダウンを図ること。そうすることで、相対的に自分のイメージが上がる。ただし、やり過ぎると誹謗中傷に見え、逆にイメージダウンになる。元は、選挙などで対立候補のイメージを下げるような宣伝、広告のことを言う。【由来】ネガティブ　＋　キャンペーンネガキャン【使用例】「明らかなネガキャンは見苦しいよね。」
341,ネット弁慶,ネット弁慶とは、主にネットで使われる若者言葉です。【意味】ネット（SNSや掲示板、ツイッターなど）では強気な発言・態度をとっているが、現実世界ではおとなしい人のこと。「オフ会で実際に会ってみたらネット上のイメージと違った」というのはよくある話。http://birthofblues.livedoor.biz/archives/51083383.html【由来】『内弁慶（家の中では威張っているが外ではおとなしい人）』の派生語。【使用例】「ネット上で中二病のやつはネット弁慶の可能性高いよね。」
342,なにそれ?おいしいの?,なにそれ?おいしいの?とは、ネットでよく使われる若者言葉です。【意味】よくわからないものが出てきたときに使う返し。食べられないものに使う。ネットではリア充っぽい発言や恋愛に対する発言に使われる。【由来】諸説あるが、アニメ「未来少年コナン」の登場人物・ジムシィが、自分の分からないことに対して「○○？なにそれおいしいの？」と返したのが【由来】、とする説が有力。【使用例】「アルマーニ?なにそれ?おいしいの?」クリスマス？なにそれ？美味しいの？【DVD付】posted with カエレバヒャダイン ランティス 2011-11-23    Amazon楽天市場YahooショッピングYahooオークション7netベルメゾンセシール価格.com
343,妊活,妊活（にんかつ）とは、女性が使う言葉です。【意味】妊娠するために活動、努力をすること。具体的な妊活としては、睡眠時間をしっかり取る、ウォーキング等の適度な運動、漢方などがある。【由来】妊娠活動の略妊活【使用例】「妊活は健康維持にもいいらしいよ。」
344,ネカマ,ネカマとは、ネットで使われる若者言葉です。【意味】ネット上で、男性が女性を装うこと、または女性を装っている男性のこと。反対に、女性が男性を装うことをネナベ（ネットおなべ）と言う。【由来】ネットオカマの略ネカマ【使用例】「ネットでのコミュニケーションのコツは、この人ネカマかも、とちょっと疑うことです。」
345,寝刻,【意味】寝刻（ねこく）とは、寝坊して遅刻すること。【由来】寝坊　+　遅刻寝刻【使用例】遅刻の原因はほぼ寝坊なので使い勝手は良いかも（使わないに越したことはありませんが）「すいません社長、寝刻です。」
346,ネタバレ,ネタバレとは、映画などで使う若者言葉です。【意味】映画や小説などで重要な情報（推理小説での犯人、主人公のラストなど、知ってしまうと見る楽しみがなくなる情報）がわかってしまうこと。ネタがバレるの略。【由来】ネタがバレるネタバレ【使用例】「俺はまだこの映画見てないからネタバレするなよ。」
347,ノーカン,【意味】ノーカンとは、ノーカウントの略。カウントせず、なかったことにする、という【意味】。スポーツやゲームなどで使われる。ネットでは『賭博破戒録カイジ』に登場する大槻班長のネタとして人気。【由来】ノーカウントノーカン【使用例】「いまのは犬が乱入してきたからノーカンだろ。」
348,ノマド,ノマドとは、仕事のスタイルを表す若者言葉です。【意味】オフィスにいなくても仕事ができる人（ノマドワーカー）やその環境を指す。主に、コーヒーショップでノートパソコンを開き、仕事をするスタイルのこと。元は遊牧民という【意味】。物書きやプログラマーはノマドの代表格と言えます。【由来】遊牧民が一箇所にとどまらず、各地を転々と放浪している様子から。【使用例】「エバーノートのおかげで、かなりノマドできるようになったよ」
349,乗り鉄、撮り鉄、音鉄、葬式鉄,乗り鉄、撮り鉄、音鉄、葬式鉄は、鉄道ファンを表す言葉です。【意味】・乗り鉄特に電車に乗ることが好きな人・撮り鉄電車の写真を撮るのが趣味な人・音鉄電車の走行音や発車ベルなどが好きな人・葬式鉄廃線が決まった鉄道路線に乗ったり、廃車間近の列車の写真を撮るのが好きな人○○鉄=何かしらの鉄道関連のファンネットでは、これらのファンを総称して『鉄ヲタ』と呼んだりする。ファン同士が特に仲が良いわけではなく、各々が主義主張を持っている。そのため、ケンカになることもしばしば。【由来】乗るのが好きな鉄道ファン乗り鉄【使用例】「マナーの悪い葬式鉄がけっこう問題になってるよね。」
350,ハイジ,"ハイジは、子供に関して使われる若者言葉です。【意味】ハイテンションな児童のこと。ハイテンションは、元気が有り余っている状態。【由来】ハイテンションの""ハイ""　+　児童の""ジ""ハイジアルプスの少女ハイジが、野山を駆け回る元気なイメージであることから。【使用例】「最近は、外で遊ぶハイジが少なくなったな～。」"
351,パイスラッシュ、パイスラ、π／,【意味】パイスラッシュ（パイスラ）とは、バッグなどをたすき掛けにして持ったときに、強調された胸の状態を指す。記号で『π／（=円周率のパイ+スラッシュ）』と表現することも。【由来】バッグの紐を胸の中心に通しスラッシュのような状態パイスラッシュ【使用例】「だいたいの男子はパイスラ好きだよね。」
352,爆発しろ,【意味】爆発しろとは、見ていて気に食わない、不快になる事柄に対して使う決まり文句。ツイッターや2ちゃんねるで使われる。爆発することはあり得ないので『死ね』や『消えろ』等の直接的な言い方よりは気楽に使われる傾向がある。「○○爆発しろ」の形で使う。【由来】気に食わないから爆発して消えてなくなって欲しい爆発しろ2ちゃんねる発祥の言葉。【使用例】A「昨日バーベキューに行ったら女の子グループに声かけられて仲良くなっちゃったよ。」B「リア充爆発しろ」
353,バーゲンセール,バーゲンセールは、ネット等で使われる若者言葉です。【意味】非常に多い様を表す。●●のバーゲンセール、という形で使う。【由来】ドラゴンボールの登場キャラであるベジータの発言「まるでスーパーサイヤ人のバーゲンセールだな」が【由来】。（スーパーサイヤ人が売りに行くほどたくさんいたことから）【使用例】A「昨日のテスト、俺も100点だったけどCもそうらしいよ。」B「まるで満点のバーゲンセールだな。」
354,箱推し,【意味】箱推し（はこおし）とは、そのアイドルグループのメンバー全員が好き、という【意味】。似ているがDD（誰でも好き）とは異なる。主に、ももいろクローバーZに使われるモノノフ用語。関連語：推しメン、推し変【由来】箱（=グループ全体）　+　推し（応援している）→　箱推し【使用例】「俺は箱推しだな。」
355,バススキー,バススキーとは、人を表す若者言葉です。【意味】バスが好きな人のこと。鉄ちゃん（鉄道が好きな人）のバスver.【由来】バスがスキバススキー【使用例】「都内ではバスが便利だから、バススキーがけっこういるよね。」
356,爬虫類系男子,【意味】爬虫類系男子とは、は虫類っぽいルックスやイメージがある男性のこと。『鋭い眼差し』『綺麗な鼻筋』『考えが読めない』『クールで知的』といった特徴がある。芸能人では、伊勢谷友介、綾野剛、松田翔太など。【由来】見た目や雰囲気が爬虫類のようだから【使用例】「最近は爬虫類系男子が人気あるみたいだね。」
357,バックラー,バックラーとは、ネットで使われる若者言葉です。【意味】無断で仕事や用事をサボり、いなくなる人のこと。ネットでは、アルバイトをばっくれる（無断でサボる）人によく使う。関連語：ブッチ【由来】バックレる　+　人を表す『○○ラー』バックラー【使用例】「飲食業はキツイから、バックラーが多いらしいよ。」
358,パティーン,パティーンとは、女子中高生ケータイ流行語大賞2011で11位になった若者言葉です。【意味】パターンのこと。【由来】野球の片岡易之選手のツイート「起きちゃった。こりゃまずいパティーンだ。寝なきゃ。」が【由来】とされている。【使用例】「そのパティーンは予想してなかったわ。」
359,パネマジ,【意味】パネマジとは、写真をプロカメラマンに撮影してもらったり、CG等で加工・修正して、実物よりも綺麗に見せること。主に風俗業界で、店にある紹介パネル（写真）に対して使う。【由来】パネルマジック、の略パネマジ【使用例】「今はパネマジありきで考えないとな。」
360,バリキャリ,【意味】バリキャリとは、バリバリのキャリアウーマンの略。バリバリ働く女性のこと。【由来】バリバリのキャリアウーマンバリキャリ【使用例】「お前の母ちゃんバリキャリなんだな。」
361,パンキョー、般教,【意味】パンキョー、般教（ぱんきょう）とは、一般教養科目の略。大学で主に1、2年生時に履修する全学部対象の必修科目で、基礎科目や外国語科目、運動系科目のこと。【由来】一般教養科目般教パンキョー【使用例】「パンキョー落とすとけっこう洒落にならんよな。」
362,ヒキ、ヒッキー,【意味】ヒキ、ヒッキーとは、引きこもりの略。ネットでは自虐的に使われることが多い。【由来】引きこもりヒキコモリヒキ　関連語：ヒキニート【使用例】「ヒキ歴5年の俺が働く喜びに目覚めた。」
